title,rank,score,users_rated,Popularity,Favorites,Members,animeType,Episodes,status,premiered,studio,source,rating,genres
Super Fishing Grander Musashi,3881,6.98,1257,7004,12,2894,TV,25,Finished Airing,Spring 1997,Nippon Animation,Unknown,PG-13 - Teens 13 or older,"Adventure,Sports"
Ultraman,3882,6.98,4472,3936,47,12226,ONA,13,Finished Airing,"Apr 1, 2019",Production I.G,Manga,"Apr 1, 2019","Action,Sci-Fi,Seinen,Super Power"
VS Knight Lamune & 40 Fire,3883,6.98,574,8077,10,1805,TV,26,Finished Airing,Spring 1996,Production Reed,Original,PG-13 - Teens 13 or older,"Action,Comedy,Fantasy,Mecha,Shounen"
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,3884,6.98,210,9540,2,937,Movie,1,Finished Airing,"Dec 16, 2017",OLM,Game,"Dec 16, 2017","Demons,Kids,Supernatural"
Yu☆Gi☆Oh! Zexal Second,3885,6.98,9482,3080,134,20802,TV,73,Finished Airing,Fall 2012,Gallop,Manga,PG-13 - Teens 13 or older,"Action,Fantasy,Game,Shounen"
Ai Shoujo Pollyanna Story,3886,6.97,1341,6444,13,3630,TV,51,Finished Airing,Winter 1986,Nippon Animation,Novel,G - All Ages,"Drama,Historical,Slice of Life"
Aikatsu Friends!: Kagayaki no Jewel,3887,6.97,589,7481,12,2329,TV,26,Finished Airing,Spring 2019,Bandai Namco Pictures,Game,PG - Children,"Music,Slice of Life,School,Shoujo"
Aikatsu on Parade!,3888,6.96,167,8469,11,1534,TV,Unknown,Currently Airing,Fall 2019,Bandai Namco Pictures,Game,PG - Children,"Music,Slice of Life,School,Shoujo"
Animation Seisaku Shinkou Kuromi-chan,3889,6.97,3783,4816,6,7432,OVA,1,Finished Airing,"Mar 30, 2001",Yumeta Company,Unknown,"Mar 30, 2001","Comedy,Parody,Drama"
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,3890,6.97,27123,1699,324,57086,ONA,7,Finished Airing,"May 2, 2008 to May 8, 2009",AIC,Original,"May 2, 2008 to May 8, 2009","Romance,School,Shoujo Ai"
Captain Tsubasa: Saikyou no Teki! Holland Youth,3891,6.97,1617,6636,3,3368,OVA,1,Finished Airing,"Dec 16, 1995",add some,Unknown,"Dec 16, 1995","Action,Shounen,Sports"
Cardfight!! Vanguard: Asia Circuit-hen,3892,6.97,8457,3490,33,16233,TV,39,Finished Airing,Spring 2012,TMS Entertainment,Original,PG-13 - Teens 13 or older,"Action,Game,Adventure,Demons,Shounen"
CB Chara Go Nagai World,3893,6.97,876,7668,10,2155,OVA,3,Finished Airing,"Feb 21, 1991 to Jun 27, 1991",add some,Unknown,"Feb 21, 1991 to Jun 27, 1991","Action,Parody,Comedy"
Dagashi Kashi 2,3894,6.97,32630,1238,129,85293,TV,12,Finished Airing,Winter 2018,Tezuka Productions,Manga,PG-13 - Teens 13 or older,"Slice of Life,Comedy,Shounen"
Denpa Kyoushi,3895,6.97,42680,1014,254,107645,TV,24,Finished Airing,Spring 2015,A-1 Pictures,Manga,PG-13 - Teens 13 or older,"Comedy,Romance,School,Shounen"
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",3896,6.97,230,4612,16,8316,Movie,1,Finished Airing,"Dec 2, 2017",Wit Studio,Manga,"Dec 2, 2017","Action,Supernatural,Historical"
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,3897,6.97,51821,1278,35,83113,Movie,1,Finished Airing,"Mar 12, 1994",Toei Animation,Manga,"Mar 12, 1994","Action,Adventure,Comedy,Demons,Fantasy,Martial Arts,Shounen,Super Power"
Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,3898,6.97,3633,4694,2,7988,Special,1,Finished Airing,"Sep 24, 2008",Gonzo,Original,"Sep 24, 2008","Action,Sci-Fi,Space,Romance,Mecha"
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,3899,6.97,11842,2929,28,22998,OVA,1,Finished Airing,"Feb 23, 2011",feel.,Visual novel,"Feb 23, 2011","Harem,Comedy,Romance,Vampire,Fantasy"
Ginga Tetsudou Monogatari: Eien e no Bunkiten,3900,6.97,721,7018,4,2876,TV,24,Finished Airing,Fall 2006,add some,Original,PG-13 - Teens 13 or older,"Action,Adventure,Space,Drama,Sci-Fi"
Hakaima Sadamitsu,3901,6.97,1885,5946,19,4440,TV,10,Finished Airing,Winter 2001,Studio Deen,Manga,R - 17+ (violence & profanity),"Action,Mecha,School,Sci-Fi,Seinen"
Honoo no Alpenrose: Judy & Randy,3902,6.97,502,7982,8,1893,TV,20,Finished Airing,Spring 1985,Tatsunoko Production,Manga,PG-13 - Teens 13 or older,"Historical,Drama,Romance,Shoujo"
Ikkyuu-san,3903,6.97,371,9075,3,1176,TV,296,Finished Airing,Fall 1975,Toei Animation,Unknown,G - All Ages,"Kids,Comedy,Historical"
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,3904,6.97,259,9528,0,940,Special,1,Finished Airing,"Mar 1, 2008",Sunrise,Unknown,"Mar 1, 2008","Action,Comedy,Mecha,Parody,Samurai,Shounen"
Koi to Senkyo to Chocolate: Koi Imouto!,3905,6.97,13491,2885,11,23689,Special,1,Finished Airing,"Mar 27, 2013",AIC Build,Visual novel,"Mar 27, 2013","Drama,Romance,School"
Ling Yu 4th Season,3906,6.97,239,10099,0,711,ONA,12,Finished Airing,"Dec 8, 2016 to Feb 23, 2017",Haoliners Animation League,Novel,"Dec 8, 2016 to Feb 23, 2017",Fantasy
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,3907,6.97,1406,6530,0,3516,Special,1,Finished Airing,"Nov 15, 2013",TMS Entertainment,Unknown,"Nov 15, 2013","Action,Adventure,Comedy,Seinen"
Makiba no Shoujo Katri,3908,6.97,512,7891,8,1964,TV,49,Finished Airing,Winter 1984,Nippon Animation,Novel,G - All Ages,"Adventure,Drama,Historical,Slice of Life"
Meiji Tokyo Renka,3909,6.97,5557,3238,112,18806,TV,12,Finished Airing,Winter 2019,TMS Entertainment,Visual novel,PG-13 - Teens 13 or older,"Historical,Supernatural,Romance,Shoujo"
Midara na Ao-chan wa Benkyou ga Dekinai,3910,6.97,36048,1166,264,90761,TV,12,Finished Airing,Spring 2019,Silver Link.,Manga,PG-13 - Teens 13 or older,"Comedy,Romance,Ecchi,Shounen"
Musaigen no Phantom World,3911,6.97,139288,308,978,310202,TV,13,Finished Airing,Winter 2016,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,"Action,Comedy,Fantasy,Slice of Life,Supernatural"
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,3912,6.97,83166,786,164,137867,Movie,1,Finished Airing,"Aug 6, 2005",Studio Pierrot,Manga,"Aug 6, 2005","Adventure,Comedy,Drama,Fantasy,Shounen,Supernatural"
Net Ghost Pipopa,3913,6.97,356,8735,6,1369,TV,51,Finished Airing,Spring 2008,Studio Hibari,Original,G - All Ages,"Action,Adventure,Comedy,Kids,Sci-Fi,Shounen"
Ninin ga Shinobuden,3914,6.97,12957,2625,134,27887,TV,12,Finished Airing,Summer 2004,ufotable,Manga,R - 17+ (violence & profanity),"Comedy,Parody,Martial Arts"
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",3915,6.97,73964,695,311,156399,TV,12,Finished Airing,Fall 2015,Silver Link.,Light novel,PG-13 - Teens 13 or older,"Comedy,Ecchi,Harem,Romance,School"
Pig: Oka no Ue no Dam Keeper,3916,6.97,89,10781,3,520,ONA,10,Finished Airing,"Aug 4, 2017 to Oct 6, 2017",add some,Original,"Aug 4, 2017 to Oct 6, 2017",Fantasy
Queen Emeraldas,3917,6.97,1870,5634,8,5081,OVA,4,Finished Airing,"Jun 5, 1998 to Dec 18, 1999",OLM,Manga,"Jun 5, 1998 to Dec 18, 1999","Action,Sci-Fi,Adventure,Space"
Renkin San-kyuu Magical? Pokaan Specials,3918,6.97,2893,5295,4,5931,Special,3,Finished Airing,"Jun 23, 2006 to Oct 25, 2006",Remic,Original,"Jun 23, 2006 to Oct 25, 2006","Comedy,Parody,Magic,Ecchi,Vampire"
Rinne no Lagrange,3919,6.97,19319,1808,104,52150,TV,12,Finished Airing,Winter 2012,Xebec,Original,PG-13 - Teens 13 or older,"Action,Sci-Fi,Comedy,Mecha"
Shakugan no Shana S Specials,3920,6.97,9647,3042,8,21203,Special,4,Finished Airing,"Oct 23, 2009 to Sep 29, 2010",J.C.Staff,Light novel,"Oct 23, 2009 to Sep 29, 2010","Comedy,Parody"
Shin Maple Town Monogatari: Palm Town-hen,3921,6.97,365,9359,4,1017,TV,44,Finished Airing,Winter 1987,Toei Animation,Original,G - All Ages,"Slice of Life,Fantasy"
Shinigami no Ballad.,3922,6.97,16287,2198,87,38777,TV,6,Finished Airing,Spring 2006,Group TAC,Light novel,PG-13 - Teens 13 or older,"Drama,Fantasy,Psychological,Supernatural"
Tenpou Ibun: Ayakashi Ayashi,3923,6.97,3509,3787,21,13445,TV,25,Finished Airing,Fall 2006,Bones,Original,R - 17+ (violence & profanity),"Supernatural,Demons,Historical"
The iDOLM@STER Cinderella Girls 2nd Anniversary PV,3924,6.97,1289,6536,4,3506,add some,1,Finished Airing,"Nov 28, 2013",A-1 Pictures,Game,"Nov 28, 2013",Music
To Heart 2 OVA,3925,6.97,2227,5384,8,5657,OVA,3,Finished Airing,"Feb 28, 2007 to Sep 28, 2007",add some,Unknown,"Feb 28, 2007 to Sep 28, 2007","Comedy,Drama,Harem,Romance,School"
Toaru Majutsu no Index 10th Anniversary PV,3926,6.97,3315,4366,15,9468,Special,1,Finished Airing,"Sep 10, 2014",J.C.Staff,Light novel,"Sep 10, 2014","Action,Comedy,Magic,Sci-Fi,Super Power"
Tottemo! Luckyman,3927,6.97,261,9603,6,907,TV,50,Finished Airing,Spring 1994,Studio Pierrot,Manga,G - All Ages,"Comedy,Super Power,Sci-Fi,Shounen"
Vassalord.,3928,6.97,11757,2901,90,23457,OVA,1,Finished Airing,"Mar 15, 2013",Production I.G,Manga,"Mar 15, 2013","Action,Comedy,Fantasy,Mystery,Shounen Ai,Supernatural,Vampire"
Wakaba*Girl: Onsen Tsukaritai,3929,6.97,3799,5034,1,6711,Special,1,Finished Airing,"Oct 23, 2015",Nexus,4-koma manga,"Oct 23, 2015","Comedy,Slice of Life"
Youkai Watch,3930,6.97,1549,3738,132,13830,TV,214,Finished Airing,Winter 2014,OLM,Game,G - All Ages,"Comedy,Demons,Kids,Supernatural"
Zombie-Loan,3931,6.97,52942,959,378,114757,TV,11,Finished Airing,Summer 2007,Xebec,Manga,R - 17+ (violence & profanity),"Action,Horror,Shounen,Supernatural"
"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",3932,6.96,9144,3421,12,16868,OVA,1,Finished Airing,"Dec 26, 2009",Production I.G,Light novel,"Dec 26, 2009","Comedy,Fantasy,School"
A-Channel: Nabe wo Tabeyou,3933,6.96,1494,5495,0,5381,Special,1,Finished Airing,"Sep 27, 2017",Studio Gokumi,4-koma manga,"Sep 27, 2017","Comedy,School,Seinen,Slice of Life"
Amatsuki,3934,6.96,22403,1871,141,49692,TV,13,Finished Airing,Spring 2008,Studio Deen,Manga,PG-13 - Teens 13 or older,"Action,Historical,Demons,Supernatural,Fantasy,Shoujo"
Binchou-tan,3935,6.96,3226,4548,57,8628,TV,12,Finished Airing,Winter 2006,Studio Deen,Manga,G - All Ages,"Slice of Life,Comedy"
Blood: The Last Vampire,3936,6.96,48143,1250,230,84460,Movie,1,Finished Airing,"Nov 18, 2000",Production I.G,Original,"Nov 18, 2000","Horror,Supernatural,Vampire"
Caramel Honey,3937,6.96,662,6307,30,3862,ONA,30,Finished Airing,"Jun 8, 2018 to Aug 24, 2018",add some,Manga,"Jun 8, 2018 to Aug 24, 2018","Comedy,School,Shounen Ai"
Cardfight!! Vanguard Movie: Neon Messiah,3938,6.96,1557,6204,14,3984,Movie,1,Finished Airing,"Sep 13, 2014",LIDENFILMS,Unknown,"Sep 13, 2014","Action,Adventure,Game,Demons,Shounen"
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,3939,6.96,10043,2870,43,23895,Special,1,Finished Airing,"Apr 23, 2010",Sunrise,Original,"Apr 23, 2010","School,Supernatural"
Digimon Frontier: Ornismon Fukkatsu!!,3940,6.96,7655,3554,11,15682,Movie,1,Finished Airing,"Jul 20, 2002",Toei Animation,Original,"Jul 20, 2002","Adventure,Comedy,Drama,Fantasy,Shounen"
Double Decker! Doug & Kirill,3941,6.96,7833,2728,65,25996,TV,13,Finished Airing,Fall 2018,Sunrise,Original,R - 17+ (violence & profanity),"Action,Sci-Fi,Comedy,Police"
Dragon Ball Movie 1: Shen Long no Densetsu,3942,6.96,24529,2031,35,43638,Movie,1,Finished Airing,"Dec 20, 1986",Toei Animation,Manga,"Dec 20, 1986","Action,Adventure,Comedy,Fantasy,Shounen,Super Power"
Dragon Ball Super: Broly - Skytree Super,3943,6.96,1687,5302,22,5949,Special,1,Finished Airing,"Nov 1, 2018",add some,Manga,"Nov 1, 2018","Action,Comedy,Shounen"
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,3944,6.96,17299,2419,24,32310,OVA,2,Finished Airing,"Jul 23, 1993",Toei Animation,Manga,"Jul 23, 1993","Adventure,Comedy,Fantasy,Sci-Fi,Shounen"
Fate/kaleid liner Prisma☆Illya 2wei! Specials,3945,6.96,12086,2709,17,26446,Special,5,Finished Airing,"Sep 26, 2014 to Jan 30, 2015",Silver Link.,Unknown,"Sep 26, 2014 to Jan 30, 2015","Comedy,Ecchi,Fantasy,Magic"
Fate/stay night TV Reproduction,3946,6.96,12525,2478,47,30978,OVA,2,Finished Airing,"Jan 17, 2010",Studio Deen,Visual novel,"Jan 17, 2010","Action,Supernatural,Magic,Romance,Fantasy,Shounen"
Full Metal Panic! Movie 2: One Night Stand,3947,6.96,210,6771,3,3210,Movie,1,Finished Airing,"Jan 13, 2018",Gonzo,Light novel,"Jan 13, 2018","Action,Comedy,Mecha,Military,Sci-Fi"
Futakoi Alternative,3948,6.96,9837,2697,68,26542,TV,13,Finished Airing,Spring 2005,ufotable,Original,PG-13 - Teens 13 or older,"Comedy,Drama,Romance"
Gegege no Kitarou (1968),3949,6.96,393,7202,18,2639,TV,65,Finished Airing,Winter 1968,Toei Animation,Manga,G - All Ages,"Adventure,Comedy,Horror,Supernatural,Fantasy"
Hakaba Kitarou,3950,6.96,2841,4510,31,8826,TV,11,Finished Airing,Winter 2008,Toei Animation,Manga,PG-13 - Teens 13 or older,"Horror,Supernatural"
Ichigo 100% OVA,3951,6.96,12976,2942,17,22795,OVA,4,Finished Airing,"Jun 20, 2005 to Oct 31, 2005",Madhouse,Manga,"Jun 20, 2005 to Oct 31, 2005","Comedy,Ecchi,Harem,Romance,School,Shounen"
Idaten Jump,3952,6.96,2872,5389,38,5661,TV,52,Finished Airing,Fall 2005,Production I.G,Manga,PG - Children,"Game,School,Sports"
Kami nomi zo Shiru Sekai: Flag 0,3953,6.96,24204,1917,61,48073,OVA,1,Finished Airing,"Sep 17, 2010",Manglobe,Unknown,"Sep 17, 2010","Comedy,Shounen,Supernatural"
Kannazuki no Miko,3954,6.96,23622,1752,731,54618,TV,12,Finished Airing,Fall 2004,TNK,Manga,PG-13 - Teens 13 or older,"Supernatural,Drama,Magic,Romance,Mecha,Shounen,Shoujo Ai"
Keroro,3955,6.96,1988,5434,21,5569,TV,23,Finished Airing,Spring 2014,Sunrise,Unknown,PG-13 - Teens 13 or older,"Comedy,Sci-Fi,Shounen"
Kinnikuman II Sei,3956,6.96,5226,4229,47,10274,TV,51,Finished Airing,Winter 2002,Toei Animation,Manga,PG-13 - Teens 13 or older,"Action,Sci-Fi,Comedy,Sports,Martial Arts,Shounen"
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,3957,6.96,77,10618,1,558,Special,1,Finished Airing,"Sep 18, 2016",Gallop,Manga,"Sep 18, 2016","Slice of Life,Comedy,Police,Shounen"
Kogepan,3958,6.96,2750,5570,34,5227,TV,10,Finished Airing,Fall 2001,Studio Pierrot,Other,G - All Ages,Comedy
Korekuraide Utau,3959,6.96,1330,7714,5,2117,add some,1,Finished Airing,"May 17, 2011",add some,Original,"May 17, 2011",Music
Kyousou Giga,3960,6.96,16463,2211,78,38272,ONA,1,Finished Airing,"Dec 1, 2011",Toei Animation,Original,"Dec 1, 2011","Action,Fantasy,Supernatural"
Lupin III: Kiri no Elusive,3961,6.96,1553,6245,1,3929,Special,1,Finished Airing,"Jul 27, 2007",TMS Entertainment,Manga,"Jul 27, 2007","Action,Adventure,Mystery,Comedy,Seinen"
Majime ni Fumajime Kaiketsu Zorori,3962,6.96,206,10095,5,711,TV,97,Finished Airing,Winter 2005,Ajia-Do,Unknown,PG - Children,"Adventure,Kids"
Nakanohito Genome [Jikkyouchuu],3963,6.96,13589,1894,279,48806,TV,12,Finished Airing,Summer 2019,Silver Link.,Web manga,PG-13 - Teens 13 or older,"Game,Comedy,Drama"
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,3964,6.96,75761,873,143,126062,Movie,1,Finished Airing,"Aug 5, 2006",Studio Pierrot,Manga,"Aug 5, 2006","Action,Adventure"
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,3965,6.96,15389,2216,32,38174,OVA,1,Finished Airing,"Sep 30, 2016",Studio PuYUKAI,Light novel,"Sep 30, 2016","Action,Comedy,Magic,Fantasy"
Papuwa,3966,6.96,336,8887,13,1270,TV,26,Finished Airing,Fall 2003,Nippon Animation,Manga,R+ - Mild Nudity,"Adventure,Comedy"
Pokemon Crystal: Raikou Ikazuchi no Densetsu,3967,6.96,10182,3250,10,18638,Special,1,Finished Airing,"Dec 30, 2001",OLM,Game,"Dec 30, 2001","Action,Adventure,Comedy,Fantasy,Kids"
Rocket Girls,3968,6.96,2151,5132,8,6392,TV,12,Finished Airing,Winter 2007,Mook DLE,Light novel,PG-13 - Teens 13 or older,"Adventure,Sci-Fi,Space"
Rurouni Kenshin: Review Special,3969,6.96,1315,5901,4,4518,Special,1,Finished Airing,"Mar 26, 1997",Gallop,Manga,"Mar 26, 1997","Action,Comedy,Samurai,Shounen"
To Heart 2 AD,3970,6.96,1999,5523,4,5328,OVA,2,Finished Airing,"Mar 26, 2008 to Aug 8, 2008",add some,Unknown,"Mar 26, 2008 to Aug 8, 2008","Comedy,Ecchi,Romance"
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,3971,6.96,1342,6883,1,3051,Special,1,Finished Airing,"Aug 23, 2003",TNK,Manga,"Aug 23, 2003","Sci-Fi,Comedy,Romance"
Vandread: Gekitou-hen,3972,6.96,2375,5190,1,6236,OVA,1,Finished Airing,"Oct 25, 2002",Gonzo,Original,"Oct 25, 2002","Action,Adventure,Comedy,Ecchi,Mecha,Sci-Fi,Space"
Weiß Kreuz OVA,3973,6.96,2272,5742,24,4840,OVA,2,Finished Airing,"Nov 25, 1999 to Feb 23, 2000",Triangle Staff,Unknown,"Nov 25, 1999 to Feb 23, 2000","Action,Drama"
Ze Tian Ji,3974,6.96,914,6628,17,3390,ONA,13,Finished Airing,"Jul 15, 2015 to Dec 23, 2015",Shanghai Foch Film Culture Investment,Novel,"Jul 15, 2015 to Dec 23, 2015","Action,Adventure,Fantasy"
Zetman,3975,6.96,45659,1109,228,96188,TV,13,Finished Airing,Spring 2012,TMS Entertainment,Manga,R+ - Mild Nudity,"Action,Drama,Horror,Romance,Sci-Fi,Seinen,Supernatural"
Berserk 2nd Season,3976,6.95,48113,1126,329,94752,TV,12,Finished Airing,Spring 2017,Millepensee,Manga,R - 17+ (violence & profanity),"Action,Adventure,Demons,Drama,Fantasy,Horror,Magic,Military,Romance,Supernatural"
Black★Rock Shooter (TV),3977,6.95,137002,351,2020,272560,TV,8,Finished Airing,Winter 2012,Ordet,Other,PG-13 - Teens 13 or older,"Action,Drama,School,Slice of Life"
Cardfight!! Vanguard: Legion Mate-hen,3978,6.95,4301,4353,27,9553,TV,33,Finished Airing,Spring 2014,TMS Entertainment,Original,PG-13 - Teens 13 or older,"Action,Adventure,Demons,Game,Shounen"
Dragon Half,3979,6.95,8791,3584,68,15419,OVA,2,Finished Airing,"Mar 26, 1993 to May 28, 1993",Production I.G,Manga,"Mar 26, 1993 to May 28, 1993","Comedy,Fantasy,Parody"
Freezing Vibration,3980,6.95,62624,924,192,119393,TV,12,Finished Airing,Fall 2013,A.C.G.T.,Manga,R+ - Mild Nudity,"Action,Military,Sci-Fi,Harem,Drama,Romance,Ecchi,Martial Arts,Seinen"
gdgd Fairies,3981,6.95,1317,6427,38,3646,TV,12,Finished Airing,Fall 2011,add some,Original,G - All Ages,Comedy
Gi(a)rlish Number,3982,6.95,27781,1330,146,79762,TV,12,Finished Airing,Fall 2016,Diomedea,Original,PG-13 - Teens 13 or older,Slice of Life
Hai! Akko Desu,3983,6.95,115,10820,3,510,TV,164,Finished Airing,Fall 1988,Eiken,Unknown,G - All Ages,"Romance,Slice of Life"
Hashire Melos (Movie),3984,6.95,916,6389,7,3710,Movie,1,Finished Airing,"Jun 25, 1992",Visual 80,Novel,"Jun 25, 1992","Action,Adventure,Historical"
I''s Pure,3985,6.95,10750,3049,57,21087,OVA,6,Finished Airing,"Dec 9, 2005 to Jun 23, 2006",Studio Pierrot,Manga,"Dec 9, 2005 to Jun 23, 2006","Comedy,Drama,Ecchi,Romance,School"
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,3986,6.95,8657,3539,8,15796,Special,1,Finished Airing,"Sep 23, 2004",Madhouse,Unknown,"Sep 23, 2004","Ecchi,Romance,Shounen"
IS: Infinite Stratos,3987,6.95,230555,189,2144,404190,TV,12,Finished Airing,Winter 2011,8bit,Light novel,PG-13 - Teens 13 or older,"Action,Sci-Fi,Harem,Comedy,Ecchi,Mecha"
Kamisama no Inai Nichiyoubi: Kioku,3988,6.95,12813,2851,21,24289,Special,1,Finished Airing,"Feb 5, 2014",Madhouse,Light novel,"Feb 5, 2014","Mystery,Fantasy"
Katte ni Kaizou,3989,6.95,8133,2806,29,24785,OVA,6,Finished Airing,"May 23, 2011 to Oct 26, 2011",Shaft,Manga,"May 23, 2011 to Oct 26, 2011","Comedy,Parody,School,Sci-Fi,Shounen"
Kaze to Ki no Uta Sanctus: Sei Naru Kana,3990,6.95,4533,4402,81,9322,OVA,1,Finished Airing,"Nov 6, 1987",add some,Manga,"Nov 6, 1987","Drama,Historical,Romance,Shoujo,Shounen Ai"
Kodomo no Jikan (TV),3991,6.95,41759,1199,501,87824,TV,12,Finished Airing,Fall 2007,Diomedea,Manga,R - 17+ (violence & profanity),"Comedy,Drama,Ecchi,School"
Koisuru Shirokuma,3992,6.95,282,6269,13,3884,Movie,10,Finished Airing,"Mar 4, 2017 to Jun 7, 2018",Gathering,Manga,"Mar 4, 2017 to Jun 7, 2018","Comedy,Josei,Shounen Ai"
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,3993,6.95,2876,4482,25,8954,TV,13,Finished Airing,Summer 2006,Satelight,Game,PG-13 - Teens 13 or older,"Adventure,Comedy,Drama,Fantasy,Magic,Romance,Sci-Fi,Shoujo"
Kowarekake no Orgel Special,3994,6.95,5021,4492,2,8897,Special,1,Finished Airing,"Sep 11, 2010",add some,Original,"Sep 11, 2010","Sci-Fi,Slice of Life,Drama,Seinen"
Mahoujin Guru Guru Movie,3995,6.95,519,8544,4,1486,Movie,1,Finished Airing,"Apr 20, 1996",Nippon Animation,Manga,"Apr 20, 1996","Adventure,Comedy,Fantasy,Magic,Shounen"
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,3996,6.95,5173,4218,9,10309,OVA,3,Finished Airing,"Apr 26, 2006 to Aug 25, 2006",Sunrise,Unknown,"Apr 26, 2006 to Aug 25, 2006","Mecha,Military,Sci-Fi,Space"
Moshidora,3997,6.95,7743,3253,23,18597,TV,10,Finished Airing,Spring 2011,Production I.G,Novel,PG-13 - Teens 13 or older,"Drama,Sports"
Neo Angelique Abyss,3998,6.95,11685,2523,125,29973,TV,13,Finished Airing,Spring 2008,Yumeta Company,Visual novel,PG-13 - Teens 13 or older,"Comedy,Fantasy,Harem,Romance,Shoujo"
Ojamajo Doremi OVA,3999,6.95,306,8782,1,1340,OVA,3,Finished Airing,2001,add some,Unknown,2001,"Kids,Magic"
Onegai☆Twins,4000,6.95,41426,1446,174,71342,TV,12,Finished Airing,Summer 2003,Daume,Original,PG-13 - Teens 13 or older,"Comedy,Drama,Harem,School,Sci-Fi"
Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,4001,6.95,6582,3234,37,18756,Special,16,Finished Airing,"Dec 22, 2010 to Jul 27, 2011",AIC Build,Unknown,"Dec 22, 2010 to Jul 27, 2011",Comedy
Porte,4002,6.95,311,8097,3,1792,Warner Music Japan,3,Finished Airing,"Jul 19, 2019 to Aug 21, 2019",add some,Original,"Jul 19, 2019 to Aug 21, 2019",Music
Saint Seiya: Jashin Eris,4003,6.95,8209,3736,9,13800,Movie,1,Finished Airing,"Jul 18, 1987",Toei Animation,Unknown,"Jul 18, 1987","Adventure,Sci-Fi,Shounen"
Saint Seiya: Saishuu Seisen no Senshi-tachi,4004,6.95,6391,4056,9,11308,Movie,1,Finished Airing,"Mar 18, 1989",Toei Animation,Unknown,"Mar 18, 1989","Adventure,Sci-Fi,Shounen"
Sakura Taisen,4005,6.95,5117,3592,43,15387,TV,25,Finished Airing,Spring 2000,Madhouse,Game,PG-13 - Teens 13 or older,"Adventure,Mecha,Sci-Fi,Shounen"
Samurai Flamenco,4006,6.95,36937,1042,796,104014,TV,22,Finished Airing,Fall 2013,Manglobe,Original,R - 17+ (violence & profanity),"Action,Comedy,Parody,Super Power"
Shoujo☆Kageki Revue Starlight Specials,4007,6.95,1439,6020,6,4310,Special,3,Finished Airing,"Oct 24, 2018 to Feb 27, 2019",Kinema Citrus,Original,"Oct 24, 2018 to Feb 27, 2019",Comedy
Stella-Rium,4008,6.95,276,10463,0,603,add some,1,Finished Airing,"May 19, 2015",add some,Original,"May 19, 2015",Music
Tell Your World,4009,6.95,2430,6198,7,4000,Toy's Factory,1,Finished Airing,"Mar 12, 2012",add some,Unknown,"Mar 12, 2012",Music
Uchuusen Sagittarius,4010,6.95,188,9883,4,786,TV,77,Finished Airing,Winter 1986,Nippon Animation,Picture book,PG - Children,"Sci-Fi,Adventure"
